school_name,classification,detail_url,extraction_timestamp,status,teaching_directorate,neighborhood,municipality,phone,email,ideb_score_final_years,idesp_score_final_years,ideb_score_high_school,idesp_score_high_school,total_students,age_06_10_final_years,age_11_14_final_years,age_15_17_final_years,age_18_plus_final_years,age_06_10_high_school,age_11_14_high_school,age_15_17_high_school,age_18_plus_high_school,total_classes,classes_final_years,classes_high_school,total_classrooms,error_message
ADRIANA CARDOSO PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=563146,2025-07-30T11:32:09.956134,SUCCESS,CAMPINAS LESTE,LOTEAMENTO VILA ESPERANCA,CAMPINAS,(19) 32166796,E563146A@EDUCACAO.SP.GOV.BR,,1.27,,,307,1,103,5,,,,,,11,4,,11,
ADRIAO BERNARDES PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38261,2025-07-30T11:32:09.956134,SUCCESS,SUL 3,JARDIM SANTA TEREZA,SAO PAULO,(11) 59742042,E038261A@EDUCACAO.SP.GOV.BR,4.20,3.21,3.80,1.22,534,,195,14,,,2,95,7,22,8,4,13,
ADUAR KEMELL DIBO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=496571,2025-07-30T11:32:09.956134,SUCCESS,SAO CARLOS,JARDIM DOS COQUEIROS,SAO CARLOS,(16) 33745409,E496571A@EDUCACAO.SP.GOV.BR,5.70,3.33,4.90,1.75,277,,129,5,,,5,94,6,12,7,4,15,
AEVP RENATO GONCALVES RODRIGUES CENTRO DENT PROV,CLASSE PENITENCIÁRIA,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=453201,2025-07-30T11:32:09.956134,SUCCESS,AMERICANA,SALTO GRANDE,AMERICANA,(19) 34062238,E017176A@EDUCACAO.SP.GOV.BR,,,,,0,,,,,,,,,0,,,2,
AFFONSO DE CARVALHO DESEMBARGADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13468,2025-07-30T11:32:09.956134,SUCCESS,PINDAMONHANGABA,CENTRO,SANTO ANTONIO DO PINHAL,(12) 36661178,E013468A@EDUCACAO.SP.GOV.BR,,,4.30,2.18,257,,,,,,9,152,6,10,,6,8,
AFFONSO JOSE FIORAVANTI PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=909543,2025-07-30T11:32:09.956134,SUCCESS,PIRACICABA,VILA MONTEIRO,PIRACICABA,(19) 34328177,E909543A@EDUCACAO.SP.GOV.BR,,3.67,,2.06,255,,,,,,,,,8,,,9,
AFIZ GEBARA DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=916791,2025-07-30T11:32:09.956134,SUCCESS,SUL 2,CONJUNTO HABITACIONAL JARDIM SAO BENTO,SAO PAULO,(11) 58212333,E916791A@EDUCACAO.SP.GOV.BR,5.10,3.51,3.70,2.16,1306,,288,13,,,7,743,41,38,9,23,19,
AFONSO ARINOS SENADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=7894,2025-07-30T11:32:09.956134,SUCCESS,MAUA,BARRO BRANCO,RIBEIRAO PIRES,(11) 48283159,E007894A@EDUCACAO.SP.GOV.BR,,,,,111,,,,,,,,,5,,,3,
AFONSO CAFARO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=26897,2025-07-30T11:32:09.957175,SUCCESS,FERNANDOPOLIS,VILA ESPLANADA,FERNANDOPOLIS,(17) 34421506,E026897A@EDUCACAO.SP.GOV.BR,5.70,4.34,4.60,3.06,434,9,258,9,,,5,148,5,14,8,6,14,
AFONSO MORENO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41853,2025-07-30T11:32:09.957175,SUCCESS,CAIEIRAS,JD SANTO ANTONIO,FRANCISCO MORATO,(11) 44880593,E041853A@EDUCACAO.SP.GOV.BR,4.60,2.80,3.90,1.73,1181,15,668,22,,,20,414,42,38,22,16,15,
AFONSO PASCHOTTE PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=412983,2025-07-30T11:32:09.957175,SUCCESS,MAUA,JARDIM ROSINA,MAUA,(11) 45442703,E412983A@EDUCACAO.SP.GOV.BR,4.40,3.14,3.90,2.47,1490,23,625,21,,,22,387,19,42,20,12,22,
AFONSO PENA PRESIDENTE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=26311,2025-07-30T11:32:09.957175,SUCCESS,LINS,PENA,CAFELANDIA,(14) 35541257,E026311A@EDUCACAO.SP.GOV.BR,5.40,3.00,,,302,9,290,3,,,,,,9,9,,10,
AFONSO PENNA JUNIOR PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2653,2025-07-30T11:32:09.957175,SUCCESS,LESTE 4,JARDIM MARINGA,SAO PAULO,(11) 27831200,E002653A@EDUCACAO.SP.GOV.BR,5.80,2.47,4.40,1.69,433,1,303,16,,,,107,6,13,9,4,12,
AFONSO SCHIMIDT,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11435,2025-07-30T11:32:09.957175,SUCCESS,SANTOS,VILA PAULISTA,CUBATAO,(13) 33614761,E011435A@EDUCACAO.SP.GOV.BR,5.20,,5.00,1.86,240,,84,7,,,3,62,2,12,4,5,19,
AFONSO VERGUEIRO DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16846,2025-07-30T11:32:09.957175,SUCCESS,VOTORANTIM,CENTRO,SALTO DE PIRAPORA,(15) 32921472,E016846A@EDUCACAO.SP.GOV.BR,5.20,2.67,4.20,2.78,905,2,311,11,,,4,302,9,24,9,8,14,
AFRANIO DE OLIVEIRA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907194,2025-07-30T11:32:09.957175,SUCCESS,SUL 3,JARDIM SAO BERNARDO,SAO PAULO,(11) 59281747,E907194A@EDUCACAO.SP.GOV.BR,4.40,3.15,4.20,1.77,1106,,576,55,,,2,413,60,33,19,14,15,
AFRANIO PEIXOTO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=760,2025-07-30T11:32:09.957175,SUCCESS,CENTRO,VILA GUILHERME,SAO PAULO,(11) 29090009,E000760A@EDUCACAO.SP.GOV.BR,4.70,4.05,4.50,2.31,668,1,184,15,,,4,349,28,20,6,11,16,
AGENOR COUTO DE MAGALHAES DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=197,2025-07-30T11:32:09.957175,SUCCESS,NORTE 1,VILA CLARICE,SAO PAULO,(11) 39013235,E000197A@EDUCACAO.SP.GOV.BR,5.20,2.83,3.70,1.78,909,1,261,15,,,3,470,32,26,10,13,12,
AGENOR DE CAMPOS,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36110,2025-07-30T11:32:09.957175,SUCCESS,SAO VICENTE,AGENOR DE CAMPPOS,MONGAGUA,(13) 34481201,E036110A@EDUCACAO.SP.GOV.BR,,,,1.03,1279,,,,,,33,918,101,33,,27,12,
AGENOR DE CARVALHO CAPITAO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20382,2025-07-30T11:32:09.957175,SUCCESS,MOGI MIRIM,CENTRO,ESTIVA GERBI,(19) 38689064,E020382A@EDUCACAO.SP.GOV.BR,,,4.30,1.85,358,,,,,,16,276,7,15,,11,9,
AGENOR DE MIRANDA ARAUJO NETO  CAZUZA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=438054,2025-07-30T11:32:09.957175,SUCCESS,SUL 2,JARDIM GUARUJA,SAO PAULO,(11) 58741693,E438054A@EDUCACAO.SP.GO.BR,,,,,793,,,,,,,,,26,,,15,
AGENOR MEDEIROS PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24375,2025-07-30T11:32:09.957175,SUCCESS,RIBEIRAO PRETO,BENTO QUIRINO,SAO SIMAO,(16) 39841112,E024375A@EDUCACAO.SP.GOV.BR,5.30,2.93,4.50,1.71,222,3,143,12,3,,5,56,,8,5,3,15,
AGGEO PEREIRA DO AMARAL PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16299,2025-07-30T11:32:09.957175,SUCCESS,SOROCABA,ALEM PONTE,SOROCABA,(15) 32273363,E016299A@EDUCACAO.SP.GOV.BR,6.00,3.94,5.10,3.05,1212,3,589,21,,,4,456,23,35,17,14,30,
AGNALDO SEBASTIAO VIEIRA PADRE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=8229,2025-07-30T11:32:09.957175,SUCCESS,SANTO ANDRE,VILA GUIOMAR,SANTO ANDRE,(11) 44386300,E008229A@EDUCACAO.SP.GOV.BR,4.20,2.44,3.60,1.51,222,3,162,8,,,7,40,2,11,7,4,20,
AGNES LIEDTKE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30703,2025-07-30T11:32:09.957175,SUCCESS,ANDRADINA,JARDIM ALDA,PEREIRA BARRETO,(18) 37044399,E030703A@EDUCACAO.SP.GOV.BR,5.70,3.69,4.40,,563,14,381,21,,,,107,21,18,14,3,15,
AGOSTINHO CANO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907078,2025-07-30T11:32:09.957175,SUCCESS,GUARULHOS SUL,JARDIM NOVA CIDADE,GUARULHOS,(11) 24120588,E907078A@EDUCACAO.SP.GOV.BR,,,,,894,2,423,2,,,,,,30,13,,15,
AGOSTINHO GRIGOLETO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30107,2025-07-30T11:32:09.957175,SUCCESS,BIRIGUI,CENTRO,BREJO ALEGRE,(18) 36461136,E030107A@EDUCACAO.SP.GOV.BR,5.40,2.87,3.30,1.76,268,1,161,3,,,,98,5,11,7,4,7,
AGOSTINHO LIMA DE VILHENA PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=70002,2025-07-30T11:32:09.957175,SUCCESS,FRANCA,JARDIM NOEMIA,FRANCA,(16) 37216513,E070002A@EDUCACAO.SP.GOV.BR,5.60,3.37,4.40,2.12,784,,297,31,,,,387,36,22,9,12,10,
AGROVILA III,AREA DE ASSENTAMENTO,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=919858,2025-07-30T11:32:09.957175,SUCCESS,ITARARE,AGROVILA III,ITABERA,(15) 996089137,E919858A@EDUCACAO.SP.GOV.BR,,,,,79,,,,,,,,,5,,,5,
AGUIA DE HAIA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34721,2025-07-30T11:32:09.957175,SUCCESS,TUPA,CENTRO,BASTOS,(14) 34781141,E034721A@EDUCACAO.SP.GOV.BR,5.50,3.10,4.60,2.28,432,6,305,10,,,6,105,,14,10,4,14,
AIDA LEDA BAUER DAVIES PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=45160,2025-07-30T11:32:09.957175,SUCCESS,SAO VICENTE,VILA ARENS,MONGAGUA,(13) 34481006,E045160A@EDUCACAO.SP.GOV.BR,,,4.20,1.55,476,,,,,,21,348,21,19,,16,7,
AIMONE SALA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907248,2025-07-30T11:32:09.957175,SUCCESS,ARACATUBA,RIO BRANCO,GUARARAPES,(18) 36062777,E907248A@EDUCACAO.SP.GOV.BR,5.30,3.20,4.50,1.62,623,1,370,27,,,,216,9,20,12,8,13,
AIR FERREIRA DO NASCIMENTO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=352561,2025-07-30T11:32:09.957175,SUCCESS,ITAPEVI,SAO JOAO,ITAPEVI,(11) 26588191,E352561A@EDUCACAO.SP.GOV.BR,5.50,2.69,4.30,1.81,530,10,316,5,,,15,138,12,16,9,6,15,
AKIO SATORU PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27248,2025-07-30T11:32:09.957175,SUCCESS,JALES,CENTRO,URANIA,(17) 36341224,E027248A@EDUCACAO.SP.GOV.BR,5.70,3.16,4.80,2.67,506,10,328,14,,,6,112,3,17,12,4,15,
ALADINO POLON,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=921002,2025-07-30T11:32:09.957175,SUCCESS,CAIEIRAS,JARDIM NOVA ERA,CAIEIRAS,(11) 46052230,E921002A@EDUCACAO.SP.GOV.BR,5.30,2.85,4.10,1.47,235,4,132,2,,,5,92,,10,6,4,9,
ALARICO SILVEIRA DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3530,2025-07-30T11:32:09.958706,SUCCESS,CENTRO,BARRA FUNDA,SAO PAULO,(11) 36648632,E003530A@EDUCACAO.SP.GOV.BR,5.80,3.66,,,317,1,222,14,,,4,75,1,10,7,3,28,
ALAY JOSE CORREA VEREADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41592,2025-07-30T11:32:09.958706,SUCCESS,REGISTRO,JARDIM VALERI,REGISTRO,(13) 38212944,E041592A@EDUCACAO.SP.GOV.BR,5.30,2.27,4.40,2.63,248,6,155,4,,,6,72,5,10,6,4,10,
ALAYDE DOMINGUES COUTO MACEDO PROFESSORA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=9878,2025-07-30T11:32:09.958706,SUCCESS,ITAPEVI,JARDIM TUPA,BARUERI,(11) 26588051,E009878A@EDUCACAO.SP.GOV.BR,,,4.30,1.74,250,,,,,,,187,16,9,,7,20,
ALAYDE MARIA VICENTE PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=900163,2025-07-30T11:32:09.958706,SUCCESS,GUARULHOS SUL,JARDIM MARIA ALICE,GUARULHOS,(11) 24802002,E900163A@EDUCACAO.SP.GOV.BR,4.10,2.23,3.90,0.78,691,,374,32,,,,242,22,23,13,9,13,
ALBERTINA FORTAREL PROFESSORA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=19835,2025-07-30T11:32:09.958706,SUCCESS,JUNDIAI,PARQUE RESIDENCIAL ELOY CHAVES,JUNDIAI,(11) 45821365,E019835A@EDUCACAO.SP.GOV.BR,5.90,3.75,4.50,2.32,925,2,463,18,,,1,420,21,26,14,12,13,
ALBERTO ALVES ROLLO DR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=907704,2025-07-30T11:32:09.958706,SUCCESS,ARARAQUARA,NOVA VILA CERQUEIRA,AMERICO BRASILIENSE,(16) 33922971,E907704A@EDUCACAO.SP.GOV.BR,4.80,2.82,,2.34,619,1,93,10,,,1,182,4,25,5,7,12,
ALBERTO ANDALO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=28538,2025-07-30T11:32:09.958706,SUCCESS,SAO JOSE DO RIO PRETO,VILA MACENO,SAO JOSE DO RIO PRETO,(17) 32246685,E028538A@EDUCACAO.SP.GOV.BR,,,3.90,2.14,943,,,,,,4,861,78,27,,27,10,
ALBERTO AUGUSTO PASTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=909907,2025-07-30T11:32:09.958706,SUCCESS,SAO VICENTE,CIDADE NAUTICA,SAO VICENTE,(13) 34643337,E909907A@EDUCACAO.SP.GOV.BR,4.90,2.35,4.20,1.45,494,2,288,31,,,,106,4,16,10,4,12,
ALBERTO BACAN PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38374,2025-07-30T11:32:09.958706,SUCCESS,GUARULHOS SUL,VILA NOVA CUMBICA,GUARULHOS,(11) 24121162,E038374@EDUCACAO.SP.GOV.BR,4.70,2.53,4.10,1.61,985,3,637,30,,,1,167,7,29,18,6,19,
ALBERTO BADRA DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41749,2025-07-30T11:32:09.958706,SUCCESS,SUL 2,VILA DAS BELEZAS,SAO PAULO,(11) 55115342,E041749A@EDUCACAO.SP.GOV.BR,,,,,682,,,,,,,,,23,,,12,
ALBERTO CARDOSO DE MELLO NETO DR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1016,2025-07-30T11:32:09.958706,SUCCESS,NORTE 2,JARDIM LEONOR MENDES DE BARROS,SAO PAULO,(11) 22040517,E001016A@EDUCACAO.SP.GOV.BR,4.60,2.78,,1.84,1721,1,535,55,,,3,1038,89,44,18,26,21,
ALBERTO CONTE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5162,2025-07-30T11:32:09.958706,SUCCESS,SUL 1,SANTO AMARO,SAO PAULO,(11) 26588506,E005162A@EDUCACAO.SP.GOV.BR,,,4.30,2.99,2024,,,,,,12,1716,151,53,,48,23,
ALBERTO FERREIRA REZENDE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=19549,2025-07-30T11:32:09.958706,SUCCESS,JUNDIAI,SANTO ANTONIO,LOUVEIRA,(19) 38481114,E019549A@EDUCACAO.SP.GOV.BR,5.50,3.64,4.50,2.20,1123,1,643,32,,,1,419,27,30,18,12,10,
ALBERTO FERRIANI PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48446,2025-07-30T11:32:09.958706,SUCCESS,RIBEIRAO PRETO,ANTONIO MARINCEK,RIBEIRAO PRETO,(16) 36150192,E048446A@EDUCACAO.SP.GOV.BR,,,,,550,,,,,,,,,19,,,11,
ALBERTO FIERZ,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=917761,2025-07-30T11:32:09.958706,SUCCESS,LIMEIRA,PARQUE DONA ESTHER,COSMOPOLIS,(19) 38721667,E917761A@EDUCACAO.SP.GOV.BR,,,5.20,2.57,295,,,,,,18,168,8,8,,5,9,
ALBERTO GRAF CAPITAO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5575,2025-07-30T11:32:09.958706,SUCCESS,CAIEIRAS,SERPA,CAIEIRAS,(11) 44421134,E005575A@EDUCACAO.SP.GOV.BR,5.40,3.13,4.00,1.91,913,10,348,18,,,29,485,23,25,11,14,12,
ALBERTO JOSE GONCALVES DOM,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23978,2025-07-30T11:32:09.958706,SUCCESS,RIBEIRAO PRETO,CAMPOS ELISEOS,RIBEIRAO PRETO,(16) 39611851,E023978A@EDUCACAO.SP.GOV.BR,4.40,2.46,,1.60,1191,,334,73,,,5,454,20,38,13,13,26,
ALBERTO KENWORTHY,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=9696,2025-07-30T11:32:09.958706,SUCCESS,CARAPICUIBA,VILA LOURDES,CARAPICUIBA,(11) 41815323,E009696A@EDUCACAO.SP.GOV.BR,5.40,3.00,,,828,7,368,27,,,,,,28,13,,17,
ALBERTO LEVY PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=4145,2025-07-30T11:32:09.958706,SUCCESS,CENTRO OESTE,INDIANOPOLIS,SAO PAULO,(11) 22754118,E004145A@EDUCACAO.SP.GOV.BR,,,,2.13,282,,,,,,1,216,35,9,,8,19,
ALBERTO MARTINS PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=903905,2025-07-30T11:32:09.958706,SUCCESS,CAMPINAS LESTE,JARDIM IPAUSSURAMA,CAMPINAS,(19) 32273419,E903905A@EDUCACAO.SP.GOV.BR,,,,,242,,,,,,,,,8,,,4,
ALBERTO MEDALJON PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901088,2025-07-30T11:32:09.958706,SUCCESS,CAMPINAS LESTE,VILA BRANDINA,CAMPINAS,(19) 32534255,E901088A@EDUCACAO.SP.GOV.BR,5.10,2.30,3.90,0.90,369,,116,9,,,,99,14,15,5,3,7,
ALBERTO MENDES JR CAPITAO PM,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5848,2025-07-30T11:32:09.958706,SUCCESS,GUARULHOS SUL,JARDIM VILA GALVAO,GUARULHOS,(11) 24525335,E005848A@EDUCACAO.SP.GOV.BR,,,,,225,,,,,,,,,9,,,10,
ALBERTO PEREIRA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39718,2025-07-30T11:32:09.959743,SUCCESS,ITARARE,VILA CRUZEIRO,ITABERA,(15) 35621134,E039718A@EDUCACAO.SP.GOV.BR,5.60,3.20,4.20,2.12,195,6,184,5,,,,,,8,8,,8,
ALBERTO SALOTTI PROF EE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=5289,2025-07-30T11:32:09.959743,SUCCESS,SUL 3,JARDIM FLORESTA,SAO PAULO,(11) 59280685,E005289A@EDUCACAO.SP.GOV.BR,,,4.80,2.78,1482,,,,,,15,1064,39,40,,29,21,
ALBERTO SANTOS DUMONT,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23851,2025-07-30T11:32:09.959743,SUCCESS,RIBEIRAO PRETO,SUMAREZINHO,RIBEIRAO PRETO,(16) 36300526,E023851A@EDUCACAO.SP.GOV.BR,4.60,2.78,4.40,2.53,651,,214,25,,,1,260,28,20,8,8,21,
ALBERTO SANTOS DUMONT,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=32475,2025-07-30T11:32:09.959743,SUCCESS,PRESIDENTE PRUDENTE,JARDIM SANTA LUZIA,MARTINOPOLIS,(18) 32751133,E032475A@EDUCACAO.SP.GOV.BR,5.40,3.30,3.80,2.08,870,3,427,16,,,6,213,10,28,13,7,12,
ALBERTO SCHWEITZER,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2938,2025-07-30T11:32:09.959743,SUCCESS,LESTE 2,JARDIM CAMARGO NOVO,SAO PAULO,(11) 25674335,E002938A@EDUCACAO.SP.GOV.BR,,,,,491,,,,,,,,,20,,,16,
ALBERTO TORRES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=4157,2025-07-30T11:32:09.959743,SUCCESS,CENTRO OESTE,BUTANTA,SAO PAULO,(11) 37264360,E004157A@EDUCACAO.SP.GOV.BR,,,4.90,3.09,376,,,,,,2,355,19,10,,10,12,
ALBERTO VELLONE PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=915944,2025-07-30T11:32:09.959743,SUCCESS,MOGI MIRIM,JARDIM NOVO HORIZONTE,CONCHAL,(19) 38661000,E915944A@EDUCACAO.SP.GOV.BR,6.20,4.19,5.10,3.71,491,12,230,4,,,7,192,7,14,7,6,7,
ALBINO CESAR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1173,2025-07-30T11:32:09.959743,SUCCESS,NORTE 2,VILA MAZZEI,SAO PAULO,(11) 22036695,E001173A@EDUCACAO.SP.GOV.BR,4.80,3.08,4.10,1.84,1996,1,494,47,,,8,1334,112,50,15,35,26,
ALBINO FIORE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=904351,2025-07-30T11:32:09.959743,SUCCESS,CAIEIRAS,JARDIM ESPERANCA,CAIEIRAS,(11) 44421527,E904351A@EDUCACAO.SP.GOV.BR,6.10,3.73,,,267,10,252,5,,,,,,8,8,,12,
ALBINO LUIZ CALDAS PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901404,2025-07-30T11:32:09.959743,SUCCESS,SAO VICENTE,HUMAITA,SAO VICENTE,(13) 34061122,E901404A@EDUCACAO.SP.GOV.BR,4.90,2.47,4.30,1.77,789,4,205,26,2,,1,436,57,24,9,13,21,
ALBINO MELO DE OLIVEIRA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=39974,2025-07-30T11:32:09.959743,SUCCESS,JUNDIAI,ENGORDADOURO,JUNDIAI,(11) 45822597,E039974A@EDUCACAO.SP.GOV.BR,5.70,3.21,,2.69,260,1,251,8,,,,,,8,8,,9,
ALCEU GOMES DA SILVA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=70221,2025-07-30T11:32:09.959743,SUCCESS,ITAPETININGA,VILA RIO BRANCO,ITAPETININGA,(15) 32752534,E070221A@EDUCACAO.SP.GOV.BR,5.80,3.33,,,257,13,237,7,,,,,,7,7,,7,
ALCEU GUERNER GONZALEZ PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38118,2025-07-30T11:32:09.959743,SUCCESS,LESTE 2,JARDIM MIRIAM,SAO PAULO,(11) 29632521,E038118A@EDUCACAO.SP.GOV.BR,,,,,877,,,,,,,,,28,,,16,
ALCEU MAYNARD ARAUJO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13481,2025-07-30T11:32:09.959743,SUCCESS,SAO JOSE DOS CAMPOS,JARDIM MOTORAMA,SAO JOSE DOS CAMPOS,(12) 39295394,E013481A@EDUCACAO.SP.GOV.BR,4.90,3.62,3.90,1.68,1228,,314,22,,,1,660,47,36,11,19,17,
ALCHESTE DE GODOY ANDIA PROFA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47016,2025-07-30T11:32:09.959743,SUCCESS,AMERICANA,JARDIM ESMERALDA,SANTA BARBARA D'OESTE,(19) 34585015,E047016A@EDUCACAO.SP.GOV.BR,4.80,,3.70,1.76,512,2,152,9,,,17,206,4,20,6,8,17,
ALCIDES BOSCOLO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3177,2025-07-30T11:32:09.959743,SUCCESS,LESTE 3,JARDIM SANTO ANDRE,SAO PAULO,(11) 27512561,E003177A@EDUCACAO.SP.GOV.BR,,,,,868,,,,,,,,,26,,,13,
ALCIDES CELESTINO FILHO VEREADOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=191255,2025-07-30T11:32:09.959743,SUCCESS,MOGI DAS CRUZES,JARDIM BELA VISTA,MOGI DAS CRUZES,(11) 47392121,E191255A@EDUCACAO.SP.GOV.BR,5.10,3.10,,,263,1,256,6,,,,,,9,9,,10,
ALCIDES CORREA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23930,2025-07-30T11:32:09.959743,SUCCESS,RIBEIRAO PRETO,ALTO BOA VISTA,RIBEIRAO PRETO,(16) 36231736,E023930A@EDUCACAO.SP.GOV.BR,4.70,3.38,,1.97,1165,,307,23,,,8,546,53,33,9,15,17,
ALCIDES DA COSTA VIDIGAL,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37597,2025-07-30T11:32:09.959743,SUCCESS,CENTRO OESTE,JARDIM PERI PERI,SAO PAULO,(11) 37427503,E037597A@EDUCACAO.SP.GOV.BR,,,,,579,,,,,,,,,19,,,11,
ALCIDES DE CASTRO GALVAO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11332,2025-07-30T11:32:09.960766,SUCCESS,CARAGUATATUBA,SUMARE,CARAGUATATUBA,(12) 38821423,E011332A@EDUCACAO.SP.GOV.BR,,,3.60,2.61,205,,,,,,5,164,7,8,,7,10,
